Date,Open,High,Low,Adj Close,Volume
5/19/2023,124.199997,122.720001,126.478996,123.25,30251300
5/22/2023,123.510002,123.449997,127.050003,125.870003,29760200
5/23/2023,124.93,123.050003,125.419998,123.290001,24477900
5/24/2023,121.879997,120.75,122.75,121.639999,23087900
5/25/2023,125.209999,122.900002,125.980003,124.349998,33812700
5/26/2023,124.065002,123.290001,126,125.43,25154700
5/30/2023,126.290001,122.889999,126.379997,124.639999,27230700
5/31/2023,123.699997,123.099998,124.900002,123.370003,41548800
6/1/2023,123.5,123.300003,125.040001,124.370003,25017700
6/2/2023,124.489998,124.349998,126.745003,125.230003,19362400
6/5/2023,124.610001,124.379997,127.989998,126.629997,22672500
6/6/2023,126.599998,125.970001,128.880005,127.910004,19450100
6/7/2023,127.574997,122.629997,129.550003,122.940002,34179300
6/8/2023,122.584999,122.010002,123.730003,122.669998,24815000
6/9/2023,122.559998,122.419998,124.285004,122.870003,20304500
6/12/2023,123.394997,122.349998,124.75,124.349998,22255700
6/13/2023,125.650002,123.845001,125.860001,124.43,19287700
6/14/2023,123.800003,122.160004,124.790001,124.379997,24659600
6/15/2023,123.879997,123.139999,126.160004,125.790001,24517100
6/16/2023,126.699997,123.790001,126.699997,124.059998,56686800
6/20/2023,123.535004,122.830002,125.175003,123.849998,22698000
6/21/2023,123.235001,120.860001,123.410004,121.260002,22612000
6/22/2023,120.660004,119.599998,123.934998,123.870003,20781900
6/23/2023,122.040001,121.860001,123.440002,123.019997,29542900
6/26/2023,121.466003,118.989998,122.720001,119.089996,23185000
6/27/2023,117.839996,116.910004,119.894997,119.010002,27221700
6/28/2023,117.959999,117.599998,121.269997,121.080002,19753100
6/29/2023,120.089996,119.209999,120.910004,120.010002,18517500
6/30/2023,121.099998,120.879997,122.029999,120.970001,23865800
7/3/2023,120.32,119.705002,121.019997,120.559998,13888300
7/5/2023,120.059998,120.059998,123.370003,122.629997,17830300
7/6/2023,120.639999,119.25,121.150002,120.93,17732500
7/7/2023,120.889999,120.089996,121.75,120.139999,20982400
7/10/2023,119.07,116.639999,119.07,116.870003,32960100
7/11/2023,116.760002,115.830002,118.224998,117.709999,18286600
7/12/2023,119.300003,119,120.959999,119.620003,22059600
7/13/2023,121.540001,121.059998,125.334999,124.830002,31535900
7/14/2023,125.129997,124.900002,127.089996,125.699997,20482800
7/17/2023,126.059998,124.5,127.279999,125.059998,20675300
7/18/2023,124.904999,123.300003,124.989998,124.080002,21071200
7/19/2023,124.790001,122.470001,125.470001,122.779999,22313800
7/20/2023,122.120003,118.684998,124.699997,119.529999,27541700
7/21/2023,120.870003,119.07,121.300003,120.309998,56498100
7/24/2023,121.926003,121.379997,123.349998,121.879997,22276100
7/25/2023,121.879997,121.529999,123.690002,122.790001,31820800
7/26/2023,130.360001,128.710007,131.369995,129.660004,46216900
7/27/2023,131.800003,129.179993,133.600006,129.869995,35931600
7/28/2023,130.970001,130.919998,134.070007,133.009995,26971000
7/31/2023,133.009995,132.130005,133.830002,133.110001,18381900
8/1/2023,130.854996,130.75,132.919998,131.889999,22154300
8/2/2023,129.839996,127.849998,130.419998,128.639999,22705800
8/3/2023,128.369995,127.775002,129.770004,128.770004,15018100
8/4/2023,129.600006,128.315002,131.929993,128.539993,20509500
8/7/2023,129.509995,129.429993,132.059998,131.940002,17621000
8/8/2023,130.979996,130.130005,131.940002,131.839996,16836000
8/9/2023,132.190002,129.505005,132.470001,130.149994,17745200
8/10/2023,131.970001,130.035004,132.647003,130.210007,17855700
8/11/2023,129.201996,128.75,130.440002,130.169998,15191500
8/14/2023,129.850006,129.589996,131.910004,131.830002,17526200
8/15/2023,131.589996,129.819,131.990005,130.270004,14769200
8/16/2023,129.279999,128.460007,130.897995,129.110001,17548400
8/17/2023,130.449997,129.850006,132.490997,130.460007,23665600
8/18/2023,129.059998,127,129.830002,128.110001,23619400
8/21/2023,127.849998,127.160004,129.259995,128.929993,21851100
8/22/2023,129.130005,128.925003,130.949997,129.690002,15569400
8/23/2023,130.850006,130.509995,134.070007,133.210007,26497000
8/24/2023,134.727005,130.300003,134.970001,130.419998,18680400
8/25/2023,130.139999,128.039993,131.399994,130.690002,20678100
8/28/2023,132.080002,130.850006,133.240005,131.789993,16715500
8/29/2023,132.998001,132.979996,137.294998,135.490005,30803300
8/30/2023,135.570007,135.020996,137.25,136.929993,21773400
8/31/2023,137.050003,136.820007,138.399994,137.350006,28147900
9/1/2023,138.429993,135.940002,138.580002,136.800003,16665700
9/5/2023,136.440002,135.559998,137.369995,136.710007,17730200
9/6/2023,137.014999,134.690002,137.479996,135.369995,15814300
9/7/2023,134.600006,133.960007,136.580002,136.199997,16976000
9/8/2023,135.869995,135.869995,137.514999,137.199997,17810700
9/11/2023,137.380005,136.550003,138.264008,137.740005,17180800
9/12/2023,137.130005,135.929993,137.639999,136.070007,15212900
9/13/2023,135.899994,134.929993,137.699997,137.5,16394900
9/14/2023,138.389999,137.059998,139.550003,138.990005,19064600
9/15/2023,138.800003,137.179993,139.360001,138.300003,48947600
9/18/2023,137.630005,137.630005,139.929993,138.960007,16233600
9/19/2023,138.25,137.5,139.175003,138.830002,15479100
9/20/2023,138.830002,134.520004,138.839996,134.589996,21473500
9/21/2023,132.389999,131.089996,133.190002,131.360001,22042700
9/22/2023,131.679993,130.509995,133.009995,131.25,17348700
9/25/2023,130.770004,130.029999,132.220001,132.169998,14650000
9/26/2023,130.914001,128.190002,131.404999,129.449997,20378800
9/27/2023,129.440002,129.380005,131.720001,131.460007,18764200
9/28/2023,130.690002,130.690002,134.179993,133.130005,18201400
9/29/2023,134.080002,131.320007,134.889999,131.850006,23224200
10/2/2023,132.154999,132.065002,135.360001,135.169998,19210400
10/3/2023,134.929993,132.815002,135.240005,133.300003,19628700
10/4/2023,133.660004,133.429993,136.570007,136.270004,22848000
10/5/2023,136.130005,134.455002,136.5,135.990005,15922900
10/6/2023,134.940002,134.940002,139.186005,138.729996,20819300
10/9/2023,137.990005,136.699997,139.970001,139.5,16599100
10/10/2023,139.509995,138.429993,140.740005,139.199997,19554900
10/11/2023,139.850006,139.839996,142.220001,141.699997,20146300
10/12/2023,142.160004,139.449997,142.380005,140.289993,18173100
10/13/2023,140.649994,137.970001,141.339996,138.580002,19438700
10/16/2023,139.729996,139.320007,140.904999,140.490005,17345600
10/17/2023,140.029999,138.529007,141.25,140.990005,17424000
10/18/2023,140.75,138.705002,141.990005,139.279999,18304900
10/19/2023,139.800003,138.600006,141.005005,138.979996,21831200
10/20/2023,138.589996,136.244995,139.039993,136.740005,24953900
10/23/2023,136.229996,135.110001,139.020004,137.899994,20780700
10/24/2023,139.160004,138.75,140.710007,140.119995,26535200
10/25/2023,129.770004,126.089996,130.100006,126.669998,58796100
10/26/2023,124.470001,122.32,125.459999,123.440002,33907400
10/27/2023,124.029999,121.459999,124.440002,123.400002,37367700
10/30/2023,124.459999,123.879997,126.550003,125.75,24165600
10/31/2023,126.269997,123.925003,126.559998,125.300003,21123400
11/1/2023,125.339996,124.925003,127.739998,127.57,26536600
11/2/2023,129.559998,128.110001,130.089996,128.580002,24091700
11/3/2023,129.089996,129.009995,130.729996,130.369995,19517900
11/6/2023,130.220001,129.929993,131.559998,131.449997,15360400
11/7/2023,131.979996,131.139999,133.279999,132.399994,19223800
11/8/2023,132.360001,132.160004,133.539993,133.259995,15093600
11/9/2023,133.360001,131.509995,133.960007,131.690002,17976500
11/10/2023,131.529999,130.869995,134.270004,134.059998,20872900
11/13/2023,133.360001,132.770004,134.110001,133.639999,16409900
11/14/2023,135.649994,135.100006,137.240005,135.429993,22317300
11/15/2023,136.639999,135.330002,136.839996,136.380005,15840900
11/16/2023,136.960007,136.080002,138.880005,138.699997,17615100
11/17/2023,137.820007,135.479996,138,136.940002,25565300
11/20/2023,135.5,135.490005,138.425003,137.919998,19569400
11/21/2023,137.940002,137.705002,138.964996,138.619995,17648100
11/22/2023,139.100006,139,141.100006,140.020004,17306400
11/24/2023,139.539993,137.470001,139.677002,138.220001,8828600
11/27/2023,137.570007,137.539993,139.630005,138.050003,17886400
11/28/2023,137.630005,137.039993,138.660004,138.619995,17046900
11/29/2023,138.985001,136.294998,139.669998,136.399994,21014700
11/30/2023,136.399994,132.789993,136.960007,133.919998,29913500
12/1/2023,133.320007,132.151993,133.5,133.320007,24258400
12/4/2023,131.294006,129.399994,131.449997,130.630005,24117100
12/5/2023,130.369995,129.729996,133.539993,132.389999,19235100
12/6/2023,132.899994,131.309998,133.309998,131.429993,16360600
12/7/2023,136.600006,136.229996,140,138.449997,38419400
12/8/2023,135.660004,135.570007,137.990005,136.639999,22990900
12/11/2023,133.820007,132.889999,134.789993,134.699997,24502900
12/12/2023,133.270004,132.830002,134.539993,133.639999,26584000
12/13/2023,134.544998,132.949997,134.779999,133.970001,25414500
12/14/2023,134.770004,131.059998,135.035004,133.199997,29619100
12/15/2023,132.919998,132.630005,134.830002,133.839996,58569400
12/18/2023,133.860001,133.770004,138.380005,137.190002,25699800
12/19/2023,138,137.449997,138.770004,138.100006,20661000
12/20/2023,140.330002,139.410004,143.078003,139.660004,33507300
12/21/2023,140.770004,140.473007,142.029999,141.800003,18101500
12/22/2023,142.130005,142.054993,143.25,142.720001,18494700
12/26/2023,142.979996,142.5,143.945007,142.820007,11170100
12/27/2023,142.830002,141.050995,143.320007,141.440002,17288400
12/28/2023,141.850006,140.828003,142.270004,141.279999,12192500
12/29/2023,140.679993,139.899994,141.434998,140.929993,14872700
1/2/2024,139.600006,137.740005,140.615005,139.559998,20071900
1/3/2024,138.600006,138.429993,141.089996,140.360001,18974300
1/4/2024,139.850006,138.009995,140.634995,138.039993,18253300
1/5/2024,138.352005,136.850006,138.809998,137.389999,15433200
1/8/2024,138,137.880005,140.639999,140.529999,17645300
1/9/2024,140.059998,139.789993,142.800003,142.559998,19579700
1/10/2024,142.520004,142.460007,144.524994,143.800003,16641900
1/11/2024,144.895004,142.214996,146.660004,143.669998,17471100
1/12/2024,144.339996,143.360001,144.740005,144.240005,13995200
1/16/2024,143.429993,143.056,145.839996,144.080002,19198900
1/17/2024,142.910004,140.509995,143.410004,142.889999,17884500
1/18/2024,143.440002,143.350006,145.585007,144.990005,18876800
1/19/2024,146.304993,145.800003,148.039993,147.970001,27170900
1/22/2024,148.710007,147.580002,150.014999,147.710007,21829200
1/23/2024,147.720001,147.190002,148.860001,148.679993,14113600
1/24/2024,150.289993,149.839996,151.570007,150.350006,19245000
1/25/2024,151.740005,151.220001,154.759995,153.639999,21437100
